survey_id,date,site,zone,plot,tree_number,tree_code,trunk_number,genus,spp,dbh_mm,health,alive,old_tag,standing,notes
April_2025,4/29/2025,BRNV,L,L4,244,L4_244_Nys,1,Nys,syl,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,245,L4_245_Pin,1,Pin,tae,302,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,246,L4_246_Jun,1,Jun,vir,136,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,247,L4_247_Jun,1,Jun,vir,91,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,248,L4_248_Pin,1,Pin,tae,309,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,249,L4_249_Uni,1,Uni,spp,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,250,L4_250_Jun,1,Jun,vir,119,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,251,L4_251_Jun,1,Jun,vir,77,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,252,L4_252_Pin,1,Pin,tae,315,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,253,L4_253_Pin,1,Pin,tae,226,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L4,254,L4_254_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,255,L4_255_Pin,1,Pin,tae,238,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,256,L4_256_Jun,1,Jun,vir,135,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,257,L4_257_Jun,1,Jun,vir,183,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,258,L4_258_Pin,1,Pin,tae,327,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,259,L4_259_Nys,1,Nys,syl,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,261,L4_261_Pin,1,Pin,tae,329,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,262,L4_262_Pin,1,Pin,tae,485,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,263,L4_263_Jun,1,Jun,vir,154,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,264,L4_264_Pin,1,Pin,tae,344,0,FALSE,,1,leaning! tag hidden
April_2025,4/29/2025,BRNV,L,L4,265,L4_265_Jun,1,Jun,vir,148,4,TRUE,,1,couldn't find
April_2025,4/29/2025,BRNV,L,L4,266,L4_266_Pin,1,Pin,tae,,0,FALSE,,0,fallen
April_2025,4/29/2025,BRNV,L,L4,267,L4_267_Nys,1,Nys,syl,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,268,L4_268_Jun,1,Jun,vir,103,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,269,L4_269_Jun,1,Jun,vir,139,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L4,270,L4_270_Pin,1,Pin,tae,124,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,271,L4_271_Jun,1,Jun,vir,160,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,272,L4_272_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,273,L4_273_Pin,1,Pin,tae,256,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,923,L4_923_Jun,1,Jun,vir,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,923,L4_923_Jun,2,Jun,vir,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,925,L4_925_Pin,1,Pin,tae,93,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L4,5874,L4_5874_Jun,1,Jun,vir,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L4,5875,L4_5875_Jun,1,Jun,vir,83,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,5876,L4_5876_Jun,1,Jun,vir,74,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L4,617,L4_617_Mor,1,Mor,cer,55,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,615,L4_615_Mor,1,Mor,cer,64,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,615,L4_615_Mor,2,Mor,cer,53,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,610,L4_610_Mor,1,Mor,cer,57,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,613,L4_613_Mor,1,Mor,cer,66,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,612,L4_612_Mor,1,Mor,cer,75,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,466,L4_466_Mor,1,Mor,cer,59,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,697,L4_697_Mor,1,Mor,cer,73,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,462,L4_462_Mor,1,Mor,cer,92,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L4,462,L4_462_Mor,2,Mor,cer,60,1,TRUE,,,
April_2025,4/29/2025,BRNV,L,L4,5315,L4_5315_Mor,1,Mor,cer,64,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L4,613,L4_613_Mor,2,Mor,cer,11,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,401,L5_401_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,402,L5_402_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,403,L5_403_Jun,1,Jun,vir,174,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,404,L5_404_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,405,L5_405_Jun,1,Jun,vir,95,7,TRUE,,1,leaning
April_2025,4/29/2025,BRNV,L,L5,406,L5_406_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,407,L5_407_Jun,1,Jun,vir,199,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,408,L5_408_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,409,L5_409_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,410,L5_410_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,411,L5_411_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,412,L5_412_Uni,1,Uni,spp,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L5,414,L5_414_Nys,1,Nys,syl,94,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,415,L5_415_Pin,1,Pin,tae,315,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,416,L5_416_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L5,417,L5_417_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L5,418,L5_418_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,419,L5_419_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,420,L5_420_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,421,L5_421_Jun,1,Jun,vir,97,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,422,L5_422_Jun,1,Jun,vir,271,9,TRUE,,1,DBH w/ poision ivy
April_2025,4/29/2025,BRNV,L,L5,423,L5_423_Pin,1,Pin,tae,253,0,FALSE,,1,new death
April_2025,4/29/2025,BRNV,L,L5,424,L5_424_Pin,1,Pin,tae,108,9,TRUE,,1,delta to Jun
April_2025,4/29/2025,BRNV,L,L5,425,L5_425_Pin,1,Pin,tae,250,9,TRUE,,1,DBH w poisin ivy
April_2025,4/29/2025,BRNV,L,L5,426,L5_426_Jun,1,Jun,vir,,0,FALSE,,1,delta to Pin
April_2025,4/29/2025,BRNV,L,L5,427,L5_427_Uni,1,Uni,spp,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L5,428,L5_428_Pin,1,Pin,tae,160,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,429,L5_429_Jun,1,Jun,vir,127,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,430,L5_430_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,431,L5_431_Jun,1,Jun,vir,120,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,432,L5_432_Pin,1,Pin,tae,209,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,434,L5_434_Jun,1,Jun,vir,127,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,435,L5_435_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,436,L5_436_Pin,1,Pin,tae,117,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,437,L5_437_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,438,L5_438_Pin,1,Pin,tae,460,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,439,L5_439_Jun,1,Jun,vir,121,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,440,L5_440_Jun,1,Jun,vir,259,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,441,L5_441_Jun,1,Jun,vir,191,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,442,L5_442_Jun,1,Jun,vir,135,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,443,L5_443_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L5,444,L5_444_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,445,L5_445_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,913,L5_913_Jun,1,Jun,vir,230,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,985,L5_985_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L5,986,L5_986_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L5,987,L5_987_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,5045,L5_5045_Uni,1,Uni,spp,118,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,5046,L5_5046_Uni,1,Uni,spp,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,5047,L5_5047_Jun,1,Jun,vir,162,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,5048,L5_5048_Jun,1,Jun,vir,226,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,5049,L5_5049_Jun,1,Jun,vir,173,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,703,L5_703_Mor,1,Mor,cer,53,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L5,704,L5_704_Mor,1,Mor,cer,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,704,L5_704_Mor,2,Mor,cer,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,704,L5_704_Mor,3,Mor,cer,60,1,TRUE,,1,leaves brown - all
April_2025,4/29/2025,BRNV,L,L5,705,L5_705_Mor,1,Mor,cer,79,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L5,413,L5_413_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,42,L6_42_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,43,L6_43_Uni,1,Uni,spp,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,44,L6_44_Jun,1,Jun,vir,100,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,45,L6_45_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,46,L6_46_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,47,L6_47_Nys,1,Nys,syl,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,48,L6_48_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,49,L6_49_Jun,1,Jun,vir,204,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,50,L6_50_Jun,1,Jun,vir,71,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,51,L6_51_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,52,L6_52_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,53,L6_53_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,54,L6_54_Jun,1,Jun,vir,93,0,FALSE,,1,new death
April_2025,4/29/2025,BRNV,L,L6,55,L6_55_Jun,1,Jun,vir,156,9,TRUE,,1,DBH above girdle
April_2025,4/29/2025,BRNV,L,L6,56,L6_56_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,48,L6_48_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,59,L6_59_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,60,L6_60_Jun,1,Jun,vir,212,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,61,L6_61_Pin,1,Pin,tae,346,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,62,L6_62_Pin,1,Pin,tae,178,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,63,L6_63_Jun,1,Jun,vir,129,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,64,L6_64_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,65,L6_65_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,66,L6_66_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,67,L6_67_Jun,1,Jun,vir,127,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,68,L6_68_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,69,L6_69_Jun,1,Jun,vir,81,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,70,L6_70_Jun,1,Jun,vir,176,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,71,L6_71_Jun,1,Jun,vir,241,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,72,L6_72_Nys,1,Nys,syl,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,73,L6_73_Jun,1,Jun,vir,136,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,74,L6_74_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,75,L6_75_Jun,1,Jun,vir,162,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,76,L6_76_Jun,1,Jun,vir,,0,FALSE,,0,broken at girdle
April_2025,4/29/2025,BRNV,L,L6,77,L6_77_Jun,1,Jun,vir,113,0,FALSE,,1,new death- brown leaves
April_2025,4/29/2025,BRNV,L,L6,78,L6_78_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,79,L6_79_Jun,1,Jun,vir,85,0,FALSE,,1,new death-all brown lvs
April_2025,4/29/2025,BRNV,L,L6,80,L6_80_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,81,L6_81_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,82,L6_82_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,83,L6_83_Jun,1,Jun,vir,,0,FALSE,,0,fell due to girdling
April_2025,4/29/2025,BRNV,L,L6,84,L6_84_Jun,1,Jun,vir,142,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,85,L6_85_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,86,L6_86_Jun,1,Jun,vir,249,8,TRUE,,1,not girdled
April_2025,4/29/2025,BRNV,L,L6,87,L6_87_Jun,1,Jun,vir,73,2,TRUE,,1,not girdled
April_2025,4/29/2025,BRNV,L,L6,88,L6_88_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,89,L6_89_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,90,L6_90_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,91,L6_91_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,92,L6_92_Nys,1,Nys,syl,101,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,93,L6_93_Jun,1,Jun,vir,154,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,94,L6_94_Jun,1,Jun,vir,167,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,95,L6_95_Pin,1,Pin,tae,343,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,96,L6_96_Jun,1,Jun,vir,124,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,97,L6_97_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,98,L6_98_Jun,1,Jun,vir,152,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,99,L6_99_Nys,1,Nys,syl,208,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,100,L6_100_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,101,L6_101_Jun,1,Jun,vir,165,10,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,102,L6_102_Jun,1,Jun,vir,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L6,103,L6_103_Uni,1,Uni,spp,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,104,L6_104_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,105,L6_105_Jun,1,Jun,vir,152,7,TRUE,,1,DNF
April_2025,4/29/2025,BRNV,L,L6,106,L6_106_Jun,1,Jun,vir,,0,FALSE,,1,delta to Pin
April_2025,4/29/2025,BRNV,L,L6,503,L6_503_Mor,1,Mor,cer,87,0,FALSE,,1,leaning
April_2025,4/29/2025,BRNV,L,L6,503,L6_503_Mor,2,Mor,cer,53,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,503,L6_503_Mor,3,Mor,cer,46,0,FALSE,,1,all leaves brown
April_2025,4/29/2025,BRNV,L,L6,504,L6_504_Mor,1,Mor,cer,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,506,L6_506_Pin,1,Pin,tae,308,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,988,L6_988_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,990,L6_990_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,991,L6_991_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,5022,L6_5022_Uni,1,Uni,spp,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,5023,L6_5023_Jun,1,Jun,vir,75,0,FALSE,,1,brown leaves; new death
April_2025,4/29/2025,BRNV,L,L6,5024,L6_5024_Uni,1,Uni,spp,332,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,5025,L6_5025_Uni,1,Uni,spp,94,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,5026,L6_5026_Uni,1,Uni,spp,119,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,5027,L6_5027_Uni,1,Uni,spp,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L6,5028,L6_5028_Jun,1,Jun,vir,116,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,5300,L6_5300_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,725,L6_725_Mor,1,Mor,cer,53,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L6,726,L6_726_Jun,1,Jun,vir,145,8,TRUE,,1,not girdled
April_2025,4/29/2025,BRNV,L,L6,782,L6_782_Mor,1,Mor,cer,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L6,724,L6_724_Mor,1,Mor,cer,62,5,TRUE,,1,not girdled
April_2025,4/29/2025,BRNV,L,L7,2,L7_2_Jun,1,Jun,vir,108,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,3,L7_3_Jun,1,Jun,vir,106,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,4,L7_4_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,5,L7_5_Jun,1,Jun,vir,129,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,6,L7_6_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,7,L7_7_Jun,1,Jun,vir,169,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,8,L7_8_Jun,1,Jun,vir,174,4,TRUE,,1,DBH w/ poison ivy
April_2025,4/29/2025,BRNV,L,L7,9,L7_9_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,10,L7_10_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,11,L7_11_Pin,1,Pin,tae,,0,FALSE,,0,
April_2025,4/29/2025,BRNV,L,L7,12,L7_12_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,13,L7_13_Jun,1,Jun,vir,194,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,14,L7_14_Jun,1,Jun,vir,58,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,15,L7_15_Jun,1,Jun,vir,104,4,TRUE,,1,leaning
April_2025,4/29/2025,BRNV,L,L7,16,L7_16_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,17,L7_17_Jun,1,Jun,vir,91,2,TRUE,,1,w/o poison ivy
April_2025,4/29/2025,BRNV,L,L7,18,L7_18_Jun,1,Jun,vir,228,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,19,L7_19_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,20,L7_20_Pin,1,Pin,tae,468,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,21,L7_21_Jun,1,Jun,vir,65,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,22,L7_22_Pin,1,Pin,tae,,0,FALSE,,1,very broken
April_2025,4/29/2025,BRNV,L,L7,23,L7_23_Jun,1,Jun,vir,103,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,24,L7_24_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,25,L7_25_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L7,26,L7_26_Jun,1,Jun,vir,136,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,27,L7_27_Jun,1,Jun,vir,118,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,28,L7_28_Jun,1,Jun,vir,126,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,29,L7_29_Jun,1,Jun,vir,116,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,30,L7_30_Jun,1,Jun,vir,193,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,31,L7_31_Jun,1,Jun,vir,127,7,TRUE,,1,bent
April_2025,4/29/2025,BRNV,L,L7,32,L7_32_Jun,1,Jun,vir,66,3,TRUE,,1,bent
April_2025,4/29/2025,BRNV,L,L7,34,L7_34_Jun,1,Jun,vir,153,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,35,L7_35_Pin,1,Pin,tae,344,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,36,L7_36_Jun,1,Jun,vir,94,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,37,L7_37_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,38,L7_38_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,498,L7_498_Mor,1,Mor,cer,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,500,L7_500_Mor,1,Mor,cer,63,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,908,L7_908_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,973,L7_973_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L7,974,L7_974_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,975,L7_975_Jun,1,Jun,vir,120,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,976,L7_976_Jun,1,Jun,vir,213,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,977,L7_977_Pin,1,Pin,tae,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L7,982,L7_982_Jun,1,Jun,vir,,0,FALSE,,0,
April_2025,4/29/2025,BRNV,L,L7,5030,L7_5030_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,5031,L7_5031_Jun,1,Jun,vir,136,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,5032,L7_5032_Jun,1,Jun,vir,114,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,5033,L7_5033_Uni,1,Uni,spp,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,5034,L7_5034_Jun,1,Jun,vir,170,4,TRUE,,1,delta to Jun
April_2025,4/29/2025,BRNV,L,L7,5035,L7_5035_Uni,1,Uni,spp,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,5036,L7_5036_Uni,1,Uni,spp,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,5037,L7_5037_Jun,1,Jun,vir,121,3,TRUE,,1,u/o poison ivy
April_2025,4/29/2025,BRNV,L,L7,5038,L7_5038_Jun,1,Jun,vir,103,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,5039,L7_5039_Uni,1,Uni,spp,73,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L7,5040,L7_5040_Uni,1,Uni,spp,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,5790,L7_5790_Mor,1,Mor,cer,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,5153,L7_5153_Mor,1,Mor,cer,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L7,5286,L7_5286_Mor,1,Mor,cer,52,5,TRUE,,1,new added
April_2025,4/29/2025,BRNV,L,L7,5029,L7_5029_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,M,M0,473,M0_473_Nys,1,Nys,syl,168,4,TRUE,,1,
