survey_id,date,id,tree_code,site,zone,plot,genus,spp,tree_number,trunk_number,dbh_mm,health,alive,standing,old_tag,notes
May_2024,5/23/2024,pin.tae.548.1,H5_548_pin,BRNV,H,5,pin,tae,548,1,386,5,1,1,,
May_2024,5/23/2024,pin.tae.549.1,H5_549_pin,BRNV,H,5,pin,tae,549,1,443,6,1,1,,
May_2024,5/23/2024,pin.tae.550.1,H5_550_pin,BRNV,H,5,pin,tae,550,1,337,5,1,1,,
May_2024,5/23/2024,ile.opa.551.1,H5_551_ile,BRNV,H,5,ile,opa,551,1,32,9,1,1,,
May_2024,5/23/2024,pin.tae.552.1,H5_552_pin,BRNV,H,5,pin,tae,552,1,390,2,1,1,,
May_2024,5/23/2024,pin.tae.553.1,H5_553_pin,BRNV,H,5,pin,tae,553,1,304,4,1,1,,
May_2024,5/23/2024,nys.syl.554.1,H5_554_nys,BRNV,H,5,nys,syl,554,1,107,9,1,1,,
May_2024,5/23/2024,pin.tae.555.1,H5_555_pin,BRNV,H,5,pin,tae,555,1,391,4,1,1,,
May_2024,5/23/2024,pin.tae.556.1,H5_556_pin,BRNV,H,5,pin,tae,556,1,196,1,1,1,,
May_2024,5/23/2024,nys.syl.557.1,H5_557_nys,BRNV,H,5,nys,syl,557,1,95,10,1,1,,out of plot (H2)
May_2024,5/23/2024,pin.tae.558.1,H5_558_pin,BRNV,H,5,pin,tae,558,1,386,7,1,1,,
May_2024,5/23/2024,ace.rub.559.1,H5_559_ace,BRNV,H,5,ace,rub,559,1,,,,,,
May_2024,5/23/2024,pin.tae.560.1,H5_560_pin,BRNV,H,5,pin,tae,560,1,373,7,1,1,,
May_2024,5/23/2024,pin.tae.561.1,H5_561_pin,BRNV,H,5,pin,tae,561,1,150,0,0,1,,
May_2024,5/23/2024,pin.tae.562.1,H5_562_pin,BRNV,H,5,pin,tae,562,1,371,4,1,1,,
May_2024,5/23/2024,nys.syl.563.1,H5_563_nys,BRNV,H,5,nys,syl,563,1,162,10,1,1,,
May_2024,5/23/2024,ile.opa.564.1,H5_564_ile,BRNV,H,5,ile,opa,564,1,92,8,1,1,,P.I.
May_2024,5/23/2024,pin.tae.565.1,H5_565_pin,BRNV,H,5,pin,tae,565,1,318,5,1,1,,
May_2024,5/23/2024,pin.tae.566.1,H5_566_pin,BRNV,H,5,pin,tae,566,1,,,,,,
May_2024,5/23/2024,nys.syl.567.1,H5_567_nys,BRNV,H,5,nys,syl,567,1,175,9,1,1,,out of plot (H2)
May_2024,5/23/2024,pin.tae.568.1,H5_568_pin,BRNV,H,5,pin,tae,568,1,279,4,1,1,,
May_2024,5/23/2024,pin.tae.569.1,H5_569_pin,BRNV,H,5,pin,tae,569,1,293,4,1,1,,
May_2024,5/23/2024,pin.tae.570.1,H5_570_pin,BRNV,H,5,pin,tae,570,1,461,5,1,1,,
May_2024,5/23/2024,ile.opa.571.1,H5_571_ile,BRNV,H,5,ile,opa,571,1,111,10,1,1,,
May_2024,5/23/2024,liq.sty.572.1,H5_572_liq,BRNV,H,5,liq,sty,572,1,,,,,,
May_2024,5/23/2024,pin.tae.573.1,H5_573_pin,BRNV,H,5,pin,tae,573,1,359,5,1,1,,
May_2024,5/23/2024,pin.tae.907.1,H5_907_pin,BRNV,H,5,pin,tae,907,1,,0,0,1,,
May_2024,5/23/2024,ace.rub.912.1,H5_912_ace,BRNV,H,5,ace,rub,912,1,,0,0,0,,
May_2024,5/23/2024,ile.opa.571.2,H5_571_ile,BRNV,H,5,ile,opa,571,2,110,10,1,1,,
May_2024,5/23/2024,ace.rub.516.1,H6_516_ace,BRNV,H,6,ace,rub,516,1,,0,0,1,,
May_2024,5/23/2024,pin.tae.517.1,H6_517_pin,BRNV,H,6,pin,tae,517,1,,0,0,0,,
May_2024,5/23/2024,pin.tae.518.1,H6_518_pin,BRNV,H,6,pin,tae,518,1,131,3,1,1,,
May_2024,5/23/2024,nys.syl.519.1,H6_519_nys,BRNV,H,6,nys,syl,519,1,146,5,1,1,,
May_2024,5/23/2024,pin.tae.520.1,H6_520_pin,BRNV,H,6,pin,tae,520,1,,,,,,
May_2024,5/23/2024,ile.opa.521.1,H6_521_ile,BRNV,H,6,ile,opa,521,1,66,7,1,1,,
May_2024,5/23/2024,uni.spp.522.1,H6_522_uni,BRNV,H,6,uni,spp,522,1,,,,,,
May_2024,5/23/2024,pin.tae.523.1,H6_523_pin,BRNV,H,6,pin,tae,523,1,501,0,0,1,,
May_2024,5/23/2024,uni.spp.524.1,H6_524_uni,BRNV,H,6,uni,spp,524,1,,,,,,
May_2024,5/23/2024,nys.syl.525.1,H6_525_nys,BRNV,H,6,nys,syl,525,1,149,8,1,1,,
May_2024,5/23/2024,pin.tae.526.1,H6_526_pin,BRNV,H,6,pin,tae,526,1,,0,0,1,,
May_2024,5/23/2024,pin.tae.527.1,H6_527_pin,BRNV,H,6,pin,tae,527,1,367,4,1,1,,
May_2024,5/23/2024,ile.opa.528.1,H6_528_ile,BRNV,H,6,ile,opa,528,1,,,,,,
May_2024,5/23/2024,pin.tae.529.1,H6_529_pin,BRNV,H,6,pin,tae,529,1,372,4,1,1,,
May_2024,5/23/2024,nys.syl.530.1,H6_530_nys,BRNV,H,6,nys,syl,530,1,50,0,0,1,,
May_2024,5/23/2024,nys.syl.531.1,H6_531_nys,BRNV,H,6,nys,syl,531,1,212,10,1,1,,
May_2024,5/23/2024,jun.vir.532.1,H6_532_jun,BRNV,H,6,jun,vir,532,1,,,,,,
May_2024,5/23/2024,nys.syl.533.1,H6_533_nys,BRNV,H,6,nys,syl,533,1,214,6,1,1,,
May_2024,5/23/2024,nys.syl.534.1,H6_534_nys,BRNV,H,6,nys,syl,534,1,227,9,1,1,,
May_2024,5/23/2024,pin.tae.535.1,H6_535_pin,BRNV,H,6,pin,tae,535,1,373,4,1,1,,
May_2024,5/23/2024,nys.syl.536.1,H6_536_nys,BRNV,H,6,nys,syl,536,1,64,6,1,1,,
May_2024,5/23/2024,nys.syl.537.1,H6_537_nys,BRNV,H,6,nys,syl,537,1,,,,,,
May_2024,5/23/2024,pin.tae.538.1,H6_538_pin,BRNV,H,6,pin,tae,538,1,459,5,1,1,,
May_2024,5/23/2024,jun.vir.539.1,H6_539_jun,BRNV,H,6,jun,vir,539,1,70,7,1,1,,water potenic
May_2024,5/23/2024,ile.opa.540.1,H6_540_ile,BRNV,H,6,ile,opa,540,1,42,6,1,1,,
May_2024,5/23/2024,jun.vir.541.1,H6_541_jun,BRNV,H,6,jun,vir,541,1,51,7,1,1,,
May_2024,5/23/2024,nys.syl.542.1,H6_542_nys,BRNV,H,6,nys,syl,542,1,270,6,1,1,,
May_2024,5/23/2024,pin.tae.543.1,H6_543_pin,BRNV,H,6,pin,tae,543,1,284,3,1,1,,
May_2024,5/23/2024,nys.syl.544.1,H6_544_nys,BRNV,H,6,nys,syl,544,1,128,9,1,1,,
May_2024,5/23/2024,pin.tae.545.1,H6_545_pin,BRNV,H,6,pin,tae,545,1,440,5,1,1,,
May_2024,5/23/2024,pin.tae.546.1,H6_546_pin,BRNV,H,6,pin,tae,546,1,233,4,1,1,,
May_2024,5/23/2024,nys.syl.547.1,H6_547_nys,BRNV,H,6,nys,syl,547,1,67,5,1,1,,
May_2024,5/23/2024,ile.opa.521.2,H6_521_ile,BRNV,H,6,ile,opa,521,2,52,9,1,1,,
May_2024,5/23/2024,pin.tae.529.2,H6_529_pin,BRNV,H,6,pin,tae,529,2,362,4,1,1,,
May_2024,5/23/2024,nys.syl.533.2,H6_533_nys,BRNV,H,6,nys,syl,533,2,144,10,1,1,,
May_2024,5/23/2024,nys.syl.451.1,H6_451_nys,BRNV,H,6,nys,syl,451,1,31,5,1,1,,new
May_2024,5/23/2024,ile.opa.604.1,H6_604_ile,BRNV,H,6,ile,opa,604,1,80,10,1,1,528,
May_2024,5/23/2024,pin.tae.459.1,H7_459_pin,BRNV,H,7,pin,tae,459,1,405,3,1,1,,
May_2024,5/23/2024,pin.tae.460.1,H7_460_pin,BRNV,H,7,pin,tae,460,1,486,5,1,1,,
May_2024,5/23/2024,Nys.syl.877.1,H7_877_Nys,BRNV,H,7,Nys,syl,877,1,159,0,0,1,,Nys syl
May_2024,5/23/2024,pin.tae.878.1,H7_878_pin,BRNV,H,7,pin,tae,878,1,,0,0,0,,Confirmed Kill
May_2024,5/23/2024,nys.syl.879.1,H7_879_nys,BRNV,H,7,nys,syl,879,1,230,8,1,1,,
May_2024,5/23/2024,nys.syl.880.1,H7_880_nys,BRNV,H,7,nys,syl,880,1,127,4,1,1,,
May_2024,5/23/2024,pin.tae.881.1,H7_881_pin,BRNV,H,7,pin,tae,881,1,327,3,1,1,,
May_2024,5/23/2024,jun.vir.882.1,H7_882_jun,BRNV,H,7,jun,vir,882,1,34,2,1,1,,
May_2024,5/23/2024,que.spp.883.1,H7_883_que,BRNV,H,7,que,spp,883,1,66,3,1,1,,
May_2024,5/23/2024,pin.tae.884.1,H7_884_pin,BRNV,H,7,pin,tae,884,1,442,7,1,1,,
May_2024,5/23/2024,pin.tae.885.1,H7_885_pin,BRNV,H,7,pin,tae,885,1,81,0,0,1,,
May_2024,5/23/2024,pin.tae.886.1,H7_886_pin,BRNV,H,7,pin,tae,886,1,175,4,1,1,,
May_2024,5/23/2024,pin.tae.887.1,H7_887_pin,BRNV,H,7,pin,tae,887,1,333,4,1,1,,
May_2024,5/23/2024,uni.spp.888.1,H7_888_uni,BRNV,H,7,uni,spp,888,1,,,0,1,,
May_2024,5/23/2024,nys.syl.889.1,H7_889_nys,BRNV,H,7,nys,syl,889,1,95,4,1,1,,
May_2024,5/23/2024,nys.syl.890.1,H7_890_nys,BRNV,H,7,nys,syl,890,1,190,0,0,1,,
May_2024,5/23/2024,pin.tae.891.1,H7_891_pin,BRNV,H,7,pin,tae,891,1,487,7,1,1,,
May_2024,5/23/2024,pin.tae.892.1,H7_892_pin,BRNV,H,7,pin,tae,892,1,400,5,1,1,,
May_2024,5/23/2024,pin.tae.893.1,H7_893_pin,BRNV,H,7,pin,tae,893,1,362,3,1,1,,
May_2024,5/23/2024,nys.syl.895.1,H7_895_nys,BRNV,H,7,nys,syl,895,1,,,,,,Poison Ivy
May_2024,5/23/2024,pin.tae.896.1,H7_896_pin,BRNV,H,7,pin,tae,896,1,334,4,1,1,,
May_2024,5/23/2024,uni.spp.897.1,H7_897_uni,BRNV,H,7,uni,spp,897,1,80,0,0,1,,
May_2024,5/23/2024,pin.tae.898.1,H7_898_pin,BRNV,H,7,pin,tae,898,1,373,5,1,1,,
May_2024,5/23/2024,nys.syl.902.1,H7_902_nys,BRNV,H,7,nys,syl,902,1,91,2,1,1,,
May_2024,5/23/2024,uni.spp.903.1,H7_903_uni,BRNV,H,7,uni,spp,903,1,,,,,,No way jose
May_2024,5/23/2024,que.spp.906.1,H7_906_que,BRNV,H,7,que,spp,906,1,,,,,,No way jose
May_2024,5/23/2024,uni.spp.917.1,H7_917_uni,BRNV,H,7,uni,spp,917,1,98,5,1,1,,
May_2024,5/23/2024,jun.vir.999.1,H7_999_jun,BRNV,H,7,jun,vir,999,1,59,0,0,1,,
May_2024,5/23/2024,nys.syl.890.2,H7_890_nys,BRNV,H,7,nys,syl,890,2,,,,,,
May_2024,5/23/2024,uni.spp.894.2,H7_894_uni,BRNV,H,7,uni,spp,894,2,,,,,,
May_2024,5/23/2024,pin.tae.144.1,H4_144_pin,BRNV,H,4,pin,tae,144,1,532,7,1,1,,
May_2024,5/23/2024,liq.sty.145.1,H4_145_liq,BRNV,H,4,liq,sty,145,1,97,10,1,1,,
May_2024,5/23/2024,pin.tae.146.1,H4_146_pin,BRNV,H,4,pin,tae,146,1,,,,,,
May_2024,5/23/2024,liq.sty.147.1,H4_147_liq,BRNV,H,4,liq,sty,147,1,132,7,1,1,,
May_2024,5/23/2024,pin.tae.148.1,H4_148_pin,BRNV,H,4,pin,tae,148,1,386,7,1,1,,
May_2024,5/23/2024,ile.opa.149.1,H4_149_ile,BRNV,H,4,ile,opa,149,1,73,9,1,1,,
May_2024,5/23/2024,pin.tae.150.1,H4_150_pin,BRNV,H,4,pin,tae,150,1,338,6,1,1,,
May_2024,5/23/2024,ace.rub.151.1,H4_151_ace,BRNV,H,4,ace,rub,151,1,91,8,1,1,,
May_2024,5/23/2024,ace.rub.152.1,H4_152_ace,BRNV,H,4,ace,rub,152,1,99,9,1,1,,
May_2024,5/23/2024,nys.syl.507.1,H4_507_nys,BRNV,H,4,nys,syl,507,1,122,7,1,1,,
May_2024,5/23/2024,pin.tae.508.1,H4_508_pin,BRNV,H,4,pin,tae,508,1,355,5,1,1,,
May_2024,5/23/2024,nys.syl.992.1,H4_992_nys,BRNV,H,4,nys,syl,992,1,111,6,1,1,,might be 136
May_2024,5/23/2024,ace.rub.119.2,H4_119_ace,BRNV,H,4,ace,rub,119,2,104,7,1,1,,
May_2024,5/23/2024,ace.rub.140.2,H4_140_ace,BRNV,H,4,ace,rub,140,2,85,9,1,1,,
May_2024,5/23/2024,ile.opa.149.2,H4_149_ile,BRNV,H,4,ile,opa,149,2,33,9,1,1,,
May_2024,5/23/2024,jun.vir.149.2,H4_149_jun,BRNV,H,4,jun,vir,149,2,,,,,,
May_2024,5/23/2024,ace.rub.151.2,H4_151_ace,BRNV,H,4,ace,rub,151,2,62,7,1,1,,
May_2024,5/23/2024,ile.opa.149.3,H4_149_ile,BRNV,H,4,ile,opa,149,3,43,7,1,1,,
May_2024,5/23/2024,jun.vir.149.3,H4_149_jun,BRNV,H,4,jun,vir,149,3,,,,,,
May_2024,5/23/2024,uni.spp.105.1,H1_105_uni,BRNV,H,1,uni,spp,105,1,,0,0,0,,
May_2024,5/23/2024,uni.spp.106.1,H1_106_uni,BRNV,H,1,uni,spp,106,1,,,,,,
May_2024,5/23/2024,uni.spp.107.1,H1_107_uni,BRNV,H,1,uni,spp,107,1,,,,,,
May_2024,5/23/2024,uni.spp.197.1,H1_197_uni,BRNV,H,1,uni,spp,197,1,,0,0,1,,
May_2024,5/23/2024,uni.spp.198.1,H1_198_uni,BRNV,H,1,uni,spp,198,1,,0,0,1,,
May_2024,5/23/2024,nys.syl.199.1,H1_199_nys,BRNV,H,1,nys,syl,199,1,66,0,0,1,,
May_2024,5/23/2024,uni.spp.200.1,H1_200_uni,BRNV,H,1,uni,spp,200,1,,0,0,1,,
May_2024,5/23/2024,pin.tae.209.1,H1_209_pin,BRNV,H,1,pin,tae,209,1,303,2,1,1,,
May_2024,5/23/2024,pin.tae.211.1,H1_211_pin,BRNV,H,1,pin,tae,211,1,429,5,1,1,,
May_2024,5/23/2024,nys.syl.212.1,H1_212_nys,BRNV,H,1,nys,syl,212,1,105,5,1,1,,
May_2024,5/23/2024,nys.syl.213.1,H1_213_nys,BRNV,H,1,nys,syl,213,1,167,7,1,1,,
May_2024,5/23/2024,pin.tae.214.1,H1_214_pin,BRNV,H,1,pin,tae,214,1,380,6,1,1,,
May_2024,5/23/2024,nys.syl.215.1,H1_215_nys,BRNV,H,1,nys,syl,215,1,99,7,1,1,,
May_2024,5/23/2024,pin.tae.216.1,H1_216_pin,BRNV,H,1,pin,tae,216,1,430,5,1,1,,
May_2024,5/23/2024,pin.tae.217.1,H1_217_pin,BRNV,H,1,pin,tae,217,1,234,0,0,1,,
May_2024,5/23/2024,pin.tae.218.1,H1_218_pin,BRNV,H,1,pin,tae,218,1,226,2,1,1,,
May_2024,5/23/2024,nys.syl.219.1,H1_219_nys,BRNV,H,1,nys,syl,219,1,211,5,1,1,,
May_2024,5/23/2024,nys.syl.220.1,H1_220_nys,BRNV,H,1,nys,syl,220,1,211,8,1,1,,
May_2024,5/23/2024,nys.syl.221.1,H1_221_nys,BRNV,H,1,nys,syl,221,1,151,7,1,1,,
May_2024,5/23/2024,pin.tae.222.1,H1_222_pin,BRNV,H,1,pin,tae,222,1,317,0,0,1,,
May_2024,5/23/2024,nys.syl.223.1,H1_223_nys,BRNV,H,1,nys,syl,223,1,203,5,1,1,,
May_2024,5/23/2024,nys.syl.224.1,H1_224_nys,BRNV,H,1,nys,syl,224,1,55,6,1,1,,
May_2024,5/23/2024,pin.tae.225.1,H1_225_pin,BRNV,H,1,pin,tae,225,1,224,2,1,1,,
May_2024,5/23/2024,nys.syl.226.1,H1_226_nys,BRNV,H,1,nys,syl,226,1,163,8,1,1,,
May_2024,5/23/2024,pin.tae.227.1,H1_227_pin,BRNV,H,1,pin,tae,227,1,578,7,1,1,,
May_2024,5/23/2024,ile.opa.228.1,H1_228_ile,BRNV,H,1,ile,opa,228,1,77,8,1,1,,
May_2024,5/23/2024,ile.opa.229.1,H1_229_ile,BRNV,H,1,ile,opa,229,1,,,,,,
May_2024,5/23/2024,ile.opa.230.1,H1_230_ile,BRNV,H,1,ile,opa,230,1,,,,,,
May_2024,5/23/2024,ile.opa.231.1,H1_231_ile,BRNV,H,1,ile,opa,231,1,,,,,,
May_2024,5/23/2024,pin.tae.232.1,H1_232_pin,BRNV,H,1,pin,tae,232,1,444,6,1,1,,
May_2024,5/23/2024,nys.syl.233.1,H1_233_nys,BRNV,H,1,nys,syl,233,1,78,7,1,1,,
May_2024,5/23/2024,pin.tae.234.1,H1_234_pin,BRNV,H,1,pin,tae,234,1,345,3,1,1,,
May_2024,5/23/2024,pin.tae.235.1,H1_235_pin,BRNV,H,1,pin,tae,235,1,315,7,1,1,,
May_2024,5/23/2024,pin.tae.236.1,H1_236_pin,BRNV,H,1,pin,tae,236,1,179,0,0,1,,
May_2024,5/23/2024,pin.tae.237.1,H1_237_pin,BRNV,H,1,pin,tae,237,1,389,6,1,1,,
May_2024,5/23/2024,pin.tae.255.1,H0_255_pin,BRNV,H,0,pin,tae,255,1,361,5,1,1,,
May_2024,5/23/2024,nys.syl.256.1,H0_256_nys,BRNV,H,0,nys,syl,256,1,79,8,1,1,,
May_2024,5/23/2024,nys.syl.257.1,H0_257_nys,BRNV,H,0,nys,syl,257,1,155,9,1,1,,
May_2024,5/23/2024,pin.tae.258.1,H0_258_pin,BRNV,H,0,pin,tae,258,1,435,6,1,1,,
May_2024,5/23/2024,nys.syl.259.1,H0_259_nys,BRNV,H,0,nys,syl,259,1,32,6,1,1,,
May_2024,5/23/2024,nys.syl.260.1,H0_260_nys,BRNV,H,0,nys,syl,260,1,200,10,1,1,,
May_2024,5/23/2024,nys.syl.261.1,H0_261_nys,BRNV,H,0,nys,syl,261,1,70,8,1,1,,
May_2024,5/23/2024,nys.syl.262.1,H0_262_nys,BRNV,H,0,nys,syl,262,1,,0,0,1,,
May_2024,5/23/2024,nys.syl.263.1,H0_263_nys,BRNV,H,0,nys,syl,263,1,,0,0,1,,
May_2024,5/23/2024,pin.tae.264.1,H0_264_pin,BRNV,H,0,pin,tae,264,1,255,4,1,1,,
May_2024,5/23/2024,nys.syl.265.1,H0_265_nys,BRNV,H,0,nys,syl,265,1,132,0,0,1,,
May_2024,5/23/2024,pin.tae.266.1,H0_266_pin,BRNV,H,0,pin,tae,266,1,407,5,1,1,,
May_2024,5/23/2024,nys.syl.267.1,H0_267_nys,BRNV,H,0,nys,syl,267,1,179,8,1,1,,
May_2024,5/23/2024,nys.syl.268.1,H0_268_nys,BRNV,H,0,nys,syl,268,1,183,9,1,1,,
May_2024,5/23/2024,pin.tae.269.1,H0_269_pin,BRNV,H,0,pin,tae,269,1,562,8,1,1,,
May_2024,5/23/2024,pin.tae.270.1,H0_270_pin,BRNV,H,0,pin,tae,270,1,325,8,1,1,,
May_2024,5/23/2024,nys.syl.271.1,H0_271_nys,BRNV,H,0,nys,syl,271,1,207,9,1,1,,
May_2024,5/23/2024,pin.tae.272.1,H0_272_pin,BRNV,H,0,pin,tae,272,1,343,4,1,1,,
May_2024,5/23/2024,nys.syl.273.1,H0_273_nys,BRNV,H,0,nys,syl,273,1,148,8,1,1,,
May_2024,5/23/2024,nys.syl.274.1,H0_274_nys,BRNV,H,0,nys,syl,274,1,58,9,1,1,,
May_2024,5/23/2024,nys.syl.275.1,H0_275_nys,BRNV,H,0,nys,syl,275,1,76,9,1,1,,
May_2024,5/23/2024,pin.tae.276.1,H0_276_pin,BRNV,H,0,pin,tae,276,1,549,9,1,1,,
May_2024,5/23/2024,nys.syl.277.1,H0_277_nys,BRNV,H,0,nys,syl,277,1,32,9,1,1,,
May_2024,5/23/2024,nys.syl.278.1,H0_278_nys,BRNV,H,0,nys,syl,278,1,50,8,1,1,,
May_2024,5/23/2024,pin.tae.279.1,H0_279_pin,BRNV,H,0,pin,tae,279,1,543,6,1,1,,
May_2024,5/23/2024,pin.tae.280.1,H0_280_pin,BRNV,H,0,pin,tae,280,1,350,7,1,1,,
May_2024,5/23/2024,nys.syl.281.1,H0_281_nys,BRNV,H,0,nys,syl,281,1,54,8,1,1,,
May_2024,5/23/2024,nys.syl.282.1,H0_282_nys,BRNV,H,0,nys,syl,282,1,157,9,1,1,,
May_2024,5/23/2024,ace.rub.283.1,H0_283_ace,BRNV,H,0,ace,rub,283,1,235,9,1,1,,
May_2024,5/23/2024,uni.spp.284.1,H0_284_uni,BRNV,H,0,uni,spp,284,1,,,,,,
May_2024,5/23/2024,nys.syl.285.1,H0_285_nys,BRNV,H,0,nys,syl,285,1,308,9,1,1,,
May_2024,5/23/2024,pin.tae.286.1,H0_286_pin,BRNV,H,0,pin,tae,286,1,310,7,1,1,,
May_2024,5/23/2024,nys.syl.287.1,H0_287_nys,BRNV,H,0,nys,syl,287,1,216,9,1,1,,
May_2024,5/23/2024,nys.syl.288.1,H0_288_nys,BRNV,H,0,nys,syl,288,1,179,10,1,1,,
May_2024,5/23/2024,pin.tae.289.1,H0_289_pin,BRNV,H,0,pin,tae,289,1,547,4,1,1,,
May_2024,5/23/2024,pin.tae.102.1,H2_102_pin,BRNV,H,2,pin,tae,102,1,,0,0,1,,
May_2024,5/23/2024,pin.tae.103.1,H2_103_pin,BRNV,H,2,pin,tae,103,1,,,,,,
May_2024,5/23/2024,uni.spp.104.1,H2_104_uni,BRNV,H,2,uni,spp,104,1,,,,,,
May_2024,5/23/2024,nys.syl.175.1,H2_175_nys,BRNV,H,2,nys,syl,175,1,184,8,1,1,,
May_2024,5/23/2024,pin.tae.176.1,H2_176_pin,BRNV,H,2,pin,tae,176,1,344,4,1,1,,
May_2024,5/23/2024,pin.tae.177.1,H2_177_pin,BRNV,H,2,pin,tae,177,1,360,6,1,1,,
May_2024,5/23/2024,nys.syl.178.1,H2_178_nys,BRNV,H,2,nys,syl,178,1,65,8,1,1,,
May_2024,5/23/2024,nys.syl.179.1,H2_179_nys,BRNV,H,2,nys,syl,179,1,56,9,1,1,,
May_2024,5/23/2024,pin.tae.180.1,H2_180_pin,BRNV,H,2,pin,tae,180,1,251,3,1,1,,
May_2024,5/23/2024,nys.syl.181.1,H2_181_nys,BRNV,H,2,nys,syl,181,1,85,7,1,1,,
May_2024,5/23/2024,pin.tae.182.1,H2_182_pin,BRNV,H,2,pin,tae,182,1,294,5,1,1,,
May_2024,5/23/2024,pin.tae.183.1,H2_183_pin,BRNV,H,2,pin,tae,183,1,321,5,1,1,,
May_2024,5/23/2024,nys.syl.184.1,H2_184_nys,BRNV,H,2,nys,syl,184,1,156,9,1,1,,
May_2024,5/23/2024,nys.syl.185.1,H2_185_nys,BRNV,H,2,nys,syl,185,1,118,7,1,1,,
May_2024,5/23/2024,nys.syl.186.1,H2_186_nys,BRNV,H,2,nys,syl,186,1,52,6,1,1,,
May_2024,5/23/2024,nys.syl.187.1,H2_187_nys,BRNV,H,2,nys,syl,187,1,76,7,1,1,,
May_2024,5/23/2024,nys.syl.188.1,H2_188_nys,BRNV,H,2,nys,syl,188,1,65,7,1,1,,
May_2024,5/23/2024,nys.syl.189.1,H2_189_nys,BRNV,H,2,nys,syl,189,1,75,6,1,1,,
May_2024,5/23/2024,nys.syl.190.1,H2_190_nys,BRNV,H,2,nys,syl,190,1,94,7,1,1,,
May_2024,5/23/2024,nys.syl.191.1,H2_191_nys,BRNV,H,2,nys,syl,191,1,77,6,1,1,,
May_2024,5/23/2024,nys.syl.192.1,H2_192_nys,BRNV,H,2,nys,syl,192,1,53,5,1,1,,
May_2024,5/23/2024,pin.tae.193.1,H2_193_pin,BRNV,H,2,pin,tae,193,1,445,6,1,1,,
May_2024,5/23/2024,pin.tae.194.1,H2_194_pin,BRNV,H,2,pin,tae,194,1,269,3,1,1,,
May_2024,5/23/2024,nys.syl.195.1,H2_195_nys,BRNV,H,2,nys,syl,195,1,103,7,1,1,,
May_2024,5/23/2024,pin.tae.196.1,H2_196_pin,BRNV,H,2,pin,tae,196,1,319,4,1,1,,
May_2024,5/23/2024,pin.tae.201.1,H2_201_pin,BRNV,H,2,pin,tae,201,1,161,3,1,1,,
May_2024,5/23/2024,pin.tae.202.1,H2_202_pin,BRNV,H,2,pin,tae,202,1,351,2,1,1,,
May_2024,5/23/2024,pin.tae.203.1,H2_203_pin,BRNV,H,2,pin,tae,203,1,447,7,1,1,,
May_2024,5/23/2024,pin.tae.204.1,H2_204_pin,BRNV,H,2,pin,tae,204,1,441,7,1,1,,
May_2024,5/23/2024,nys.syl.205.1,H2_205_nys,BRNV,H,2,nys,syl,205,1,201,8,1,1,,
May_2024,5/23/2024,nys.syl.206.1,H2_206_nys,BRNV,H,2,nys,syl,206,1,97,6,1,1,,
May_2024,5/23/2024,nys.syl.207.1,H2_207_nys,BRNV,H,2,nys,syl,207,1,95,8,1,1,,
May_2024,5/23/2024,pin.tae.208.1,H2_208_pin,BRNV,H,2,pin,tae,208,1,480,8,1,1,,
May_2024,5/23/2024,nys.syl.210.1,H2_210_nys,BRNV,H,2,nys,syl,210,1,200,9,1,1,,
May_2024,5/23/2024,pin.tae.5839.1,H2_5839_pin,BRNV,H,2,pin,tae,5839,1,,0,0,1,,
May_2024,5/23/2024,pin.tae.5859.1,H2_5859_pin,BRNV,H,2,pin,tae,5859,1,341,5,1,1,,
May_2024,5/21/2024,jun.vir.100.1,L6_100_jun,BRNV,L,6,jun,vir,100,1,44,0,0,1,,
May_2024,5/21/2024,jun.vir.101.1,L6_101_jun,BRNV,L,6,jun,vir,101,1,101,10,1,1,,
May_2024,5/21/2024,jun.vir.102.1,L6_102_jun,BRNV,L,6,jun,vir,102,1,,,,,,poison ivy
May_2024,5/21/2024,uni.spp.103.1,L6_103_uni,BRNV,L,6,uni,spp,103,1,213,0,0,1,,
May_2024,5/21/2024,jun.vir.104.1,L6_104_jun,BRNV,L,6,jun,vir,104,1,,,,,,
May_2024,5/21/2024,jun.vir.105.1,L6_105_jun,BRNV,L,6,jun,vir,105,1,145,7,1,1,,
May_2024,5/21/2024,pin.tae.106.1,L6_106_pin,BRNV,L,6,pin,tae,106,1,311,0,0,1,,
May_2024,5/21/2024,jun.vir.42.1,L6_42_jun,BRNV,L,6,jun,vir,42,1,155,0,0,1,,
May_2024,5/21/2024,uni.spp.43.1,L6_43_uni,BRNV,L,6,uni,spp,43,1,,,,,,
May_2024,5/21/2024,jun.vir.44.1,L6_44_jun,BRNV,L,6,jun,vir,44,1,95,7,1,1,,
May_2024,5/21/2024,jun.vir.45.1,L6_45_jun,BRNV,L,6,jun,vir,45,1,,,,,,
May_2024,5/21/2024,pin.tae.46.1,L6_46_pin,BRNV,L,6,pin,tae,46,1,470,0,0,1,,
May_2024,5/21/2024,nys.syl.47.1,L6_47_nys,BRNV,L,6,nys,syl,47,1,,,,,,
May_2024,5/21/2024,jun.vir.48.1,L6_48_jun,BRNV,L,6,jun,vir,48,1,84,0,0,1,,
May_2024,5/21/2024,jun.vir.49.1,L6_49_jun,BRNV,L,6,jun,vir,49,1,202,8,1,1,,
May_2024,5/21/2024,jun.vir.50.1,L6_50_jun,BRNV,L,6,jun,vir,50,1,50,4,1,1,,
