survey_id,date,site,zone,plot,tree_number,tree_code,trunk_number,genus,spp,dbh_mm,health,alive,standing,old_tag,notes
October_2024,2024-10-02,BRNV,L,L3,5882,L3_5882_Nys,1,Nyssa,sylvatica,143.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L3,5885,L3_5885_Pin,1,Pinus,taeda,307.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L3,5886,L3_5886_Jun,1,Juniperus,virginiana,172.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L3,918,L3_918_Jun,1,Juniperus,virginiana,61.0,0.0,False,True,,species change
October_2024,2024-10-02,BRNV,L,L3,919,L3_919_Uni,1,Unidentifiable,spp.,104.0,0.0,False,True,,species change not jun
October_2024,2024-10-02,BRNV,L,L3,998,L3_998_Pin,1,Pinus,taeda,352.0,5.0,True,True,,species change
October_2024,2024-10-02,BRNV,L,L3,5151,L3_5151_Pin,1,Pinus,taeda,279.0,3.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,243,L4_243_Pin,1,Pinus,taeda,,,,,,
October_2024,2024-10-02,BRNV,L,L4,244,L4_244_Nys,1,Nyssa,sylvatica,,,,,,
October_2024,2024-10-02,BRNV,L,L4,245,L4_245_Pin,1,Pinus,taeda,305.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,246,L4_246_Jun,1,Juniperus,virginiana,132.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,247,L4_247_Jun,1,Juniperus,virginiana,102.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,248,L4_248_Pin,1,Pinus,taeda,314.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,249,L4_249_Uni,1,Unidentifiable,spp.,,,,,,
October_2024,2024-10-02,BRNV,L,L4,250,L4_250_Jun,1,Juniperus,virginiana,120.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,251,L4_251_Jun,1,Juniperus,virginiana,79.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,252,L4_252_Pin,1,Pinus,taeda,317.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,253,L4_253_Pin,1,Pinus,taeda,218.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L4,254,L4_254_Pin,1,Pinus,taeda,,0.0,False,False,,
October_2024,2024-10-02,BRNV,L,L4,255,L4_255_Pin,1,Pinus,taeda,241.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,256,L4_256_Jun,1,Juniperus,virginiana,135.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,257,L4_257_Jun,1,Juniperus,virginiana,186.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,258,L4_258_Pin,1,Pinus,taeda,323.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,259,L4_259_Nys,1,Nyssa,sylvatica,,,,,,
October_2024,2024-10-02,BRNV,L,L4,260,L4_260_Pin,1,Pinus,taeda,316.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,261,L4_261_Pin,1,Pinus,taeda,326.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,262,L4_262_Pin,1,Pinus,taeda,483.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,263,L4_263_Jun,1,Juniperus,virginiana,152.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,264,L4_264_Pin,1,Pinus,taeda,346.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L4,265,L4_265_Jun,1,Juniperus,virginiana,149.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,266,L4_266_Pin,1,Pinus,taeda,,,,,,
October_2024,2024-10-02,BRNV,L,L4,267,L4_267_Nys,1,Nyssa,sylvatica,,,,,,
October_2024,2024-10-02,BRNV,L,L4,268,L4_268_Jun,1,Juniperus,virginiana,101.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,269,L4_269_Jun,1,Juniperus,virginiana,141.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L4,270,L4_270_Pin,1,Pinus,taeda,126.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L4,271,L4_271_Jun,1,Juniperus,virginiana,151.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,272,L4_272_Pin,1,Pinus,taeda,,,,,,
October_2024,2024-10-02,BRNV,L,L4,273,L4_273_Pin,1,Pinus,taeda,258.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,5874,L4_5874_Jun,1,Juniperus,virginiana,129.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,5875,L4_5875_Jun,1,Juniperus,virginiana,82.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,5876,L4_5876_Jun,1,Juniperus,virginiana,77.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L4,923,L4_923_Jun,1,Juniperus,virginiana,,0.0,False,False,,23 dbh - living branch of fallen jun.vir health = 7
October_2024,2024-10-02,BRNV,L,L4,925,L4_925_Pin,1,Pinus,taeda,,0.0,False,False,,rotten core standing
October_2024,2024-10-02,BRNV,L,L4,923,L4_923_Jun,2,Juniperus,virginiana,,,,,,
October_2024,2024-10-02,BRNV,L,L4,617,L4_617_Mor,1,Morella,cerifera,54.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,615,L4_615_Mor,1,Morella,cerifera,74.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,610,L4_610_Mor,1,Morella,cerifera,58.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,613,L4_613_Mor,1,Morella,cerifera,66.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,612,L4_612_Mor,1,Morella,cerifera,75.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,462,L4_462_Mor,1,Morella,cerifera,81.0,5.0,True,True,,knot in prior year
October_2024,2024-10-02,BRNV,L,L4,466,L4_466_Mor,1,Morella,cerifera,58.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,697,L4_697_Mor,1,Morella,cerifera,68.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,462,L4_462_Mor,2,Morella,cerifera,60.0,0.0,True,True,,
October_2024,2024-10-02,BRNV,L,L4,615,L4_615_Mor,2,Morella,cerifera,51.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,401,L5_401_Jun,1,Juniperus,virginiana,75.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,402,L5_402_Jun,1,Juniperus,virginiana,118.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,403,L5_403_Jun,1,Juniperus,virginiana,170.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,404,L5_404_Jun,1,Juniperus,virginiana,86.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,405,L5_405_Jun,1,Juniperus,virginiana,93.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,406,L5_406_Pin,1,Pinus,taeda,285.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,407,L5_407_Jun,1,Juniperus,virginiana,192.0,9.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,408,L5_408_Jun,1,Juniperus,virginiana,173.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,409,L5_409_Jun,1,Juniperus,virginiana,149.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,410,L5_410_Jun,1,Juniperus,virginiana,60.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,411,L5_411_Jun,1,Juniperus,virginiana,100.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,412,L5_412_Jun,1,Juniperus,virginiana,83.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,413,L5_413_Jun,1,Juniperus,virginiana,83.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,414,L5_414_Nys,1,Nyssa,sylvatica,95.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,415,L5_415_Pin,1,Pinus,taeda,318.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,416,L5_416_Pin,1,Pinus,taeda,138.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,417,L5_417_Jun,1,Juniperus,virginiana,107.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,418,L5_418_Jun,1,Juniperus,virginiana,98.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,419,L5_419_Pin,1,Pinus,taeda,303.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,420,L5_420_Pin,1,Pinus,taeda,352.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,421,L5_421_Jun,1,Juniperus,virginiana,90.0,0.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,422,L5_422_Jun,1,Juniperus,virginiana,264.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,423,L5_423_Jun,1,Juniperus,virginiana,252.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,424,L5_424_Pin,1,Pinus,taeda,105.0,9.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,425,L5_425_Jun,1,Juniperus,virginiana,240.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,426,L5_426_Jun,1,Juniperus,virginiana,,,,,,
October_2024,2024-10-02,BRNV,L,L5,427,L5_427_Jun,1,Juniperus,virginiana,,,,,,
October_2024,2024-10-02,BRNV,L,L5,428,L5_428_Pin,1,Pinus,taeda,163.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,429,L5_429_Jun,1,Juniperus,virginiana,126.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,430,L5_430_Pin,1,Pinus,taeda,287.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,431,L5_431_Jun,1,Juniperus,virginiana,118.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,432,L5_432_Pin,1,Pinus,taeda,210.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,433,L5_433_Pin,1,Pinus,taeda,,,,,,
October_2024,2024-10-02,BRNV,L,L5,434,L5_434_Jun,1,Juniperus,virginiana,129.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,435,L5_435_Pin,1,Pinus,taeda,325.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,436,L5_436_Pin,1,Pinus,taeda,117.0,2.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,437,L5_437_Pin,1,Pinus,taeda,244.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,438,L5_438_Pin,1,Pinus,taeda,465.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,439,L5_439_Jun,1,Juniperus,virginiana,116.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,440,L5_440_Jun,1,Juniperus,virginiana,266.0,9.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,441,L5_441_Jun,1,Juniperus,virginiana,180.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,442,L5_442_Jun,1,Juniperus,virginiana,135.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,443,L5_443_Pin,1,Pinus,taeda,,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,444,L5_444_Pin,1,Pinus,taeda,148.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,445,L5_445_Pin,1,Pinus,taeda,155.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,5045,L5_5045_Jun,1,Juniperus,virginiana,118.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,5046,L5_5046_Pin,1,Pinus,taeda,336.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,5047,L5_5047_Jun,1,Juniperus,virginiana,161.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,5048,L5_5048_Jun,1,Juniperus,virginiana,223.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,5049,L5_5049_Jun,1,Juniperus,virginiana,162.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,913,L5_913_Jun,1,Juniperus,virginiana,230.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,985,L5_985_Jun,1,Juniperus,virginiana,,,,,,
October_2024,2024-10-02,BRNV,L,L5,986,L5_986_Pin,1,Pinus,taeda,185.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,987,L5_987_Jun,1,Juniperus,virginiana,31.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,703,L5_703_Mor,1,Morella,cerifera,52.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,704,L5_704_Mor,1,Morella,cerifera,95.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,704,L5_704_Mor,2,Morella,cerifera,51.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L5,704,L5_704_Mor,3,Morella,cerifera,61.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L5,705,L5_705_Mor,1,Morella,cerifera,79.0,3.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,100,L6_100_Jun,1,Juniperus,virginiana,45.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,101,L6_101_Jun,1,Juniperus,virginiana,144.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,102,L6_102_Jun,1,Juniperus,virginiana,,0.0,False,True,,posion ivy
October_2024,2024-10-02,BRNV,L,L6,103,L6_103_Uni,1,Unidentifiable,spp.,212.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,104,L6_104_Jun,1,Juniperus,virginiana,62.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,105,L6_105_Jun,1,Juniperus,virginiana,145.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,106,L6_106_Pin,1,Pinus,taeda,315.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,42,L6_42_Jun,1,Juniperus,virginiana,477.0,0.0,False,True,,posion ivy
October_2024,2024-10-02,BRNV,L,L6,43,L6_43_Uni,1,Unidentifiable,spp.,,,,,,
October_2024,2024-10-02,BRNV,L,L6,44,L6_44_Jun,1,Juniperus,virginiana,93.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,45,L6_45_Jun,1,Juniperus,virginiana,125.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,46,L6_46_Pin,1,Pinus,taeda,,0.0,False,True,,standing
October_2024,2024-10-02,BRNV,L,L6,47,L6_47_Nys,1,Nyssa,sylvatica,,0.0,False,False,,
October_2024,2024-10-02,BRNV,L,L6,48,L6_48_Jun,1,Juniperus,virginiana,82.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,49,L6_49_Jun,1,Juniperus,virginiana,204.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,50,L6_50_Jun,1,Juniperus,virginiana,70.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,5022,L6_5022_Jun,1,Juniperus,virginiana,134.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,5023,L6_5023_Jun,1,Juniperus,virginiana,,,,,,
October_2024,2024-10-02,BRNV,L,L6,5023,L6_5023_Jun,1,Juniperus,virginiana,,,,,,merge with Jun.vir.5023
October_2024,2024-10-02,BRNV,L,L6,5024,L6_5024_Pin,1,Pinus,taeda,336.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,5025,L6_5025_Jun,1,Juniperus,virginiana,102.0,7.0,True,True,,multistem of 5026
October_2024,2024-10-02,BRNV,L,L6,5026,L6_5026_Jun,1,Juniperus,virginiana,119.0,8.0,True,True,,species change
October_2024,2024-10-02,BRNV,L,L6,5027,L6_5027_Jun,1,Juniperus,virginiana,67.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,5028,L6_5028_Jun,1,Juniperus,virginiana,113.0,3.0,True,True,,removed posion ivy
October_2024,2024-10-02,BRNV,L,L6,503,L6_503_Mor,1,Morella,cerifera,80.0,2.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,504,L6_504_Mor,1,Morella,cerifera,110.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,506,L6_506_Pin,1,Pinus,taeda,315.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,51,L6_51_Jun,1,Juniperus,virginiana,49.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,52,L6_52_Pin,1,Pinus,taeda,241.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,53,L6_53_Jun,1,Juniperus,virginiana,112.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,5300,L6_5300_Jun,1,Juniperus,virginiana,,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,54,L6_54_Jun,1,Juniperus,virginiana,92.0,0.0,False,True,,def. standing
October_2024,2024-10-02,BRNV,L,L6,55,L6_55_Jun,1,Juniperus,virginiana,155.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,56,L6_56_Pin,1,Pinus,taeda,382.0,0.0,False,True,,species change
October_2024,2024-10-02,BRNV,L,L6,57,L6_57_Uni,1,Unidentifiable,spp.,,,,,,
October_2024,2024-10-02,BRNV,L,L6,58,L6_58_Jun,1,Juniperus,virginiana,87.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,59,L6_59_Jun,1,Juniperus,virginiana,55.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,60,L6_60_Jun,1,Juniperus,virginiana,211.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,61,L6_61_Pin,1,Pinus,taeda,339.0,3.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,62,L6_62_Pin,1,Pinus,taeda,176.0,1.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,63,L6_63_Jun,1,Juniperus,virginiana,131.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,64,L6_64_Pin,1,Pinus,taeda,,,,,,
October_2024,2024-10-02,BRNV,L,L6,65,L6_65_Jun,1,Juniperus,virginiana,93.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,66,L6_66_Pin,1,Pinus,taeda,,,,,,
October_2024,2024-10-02,BRNV,L,L6,67,L6_67_Jun,1,Juniperus,virginiana,,1.0,True,True,,posion Ivy
October_2024,2024-10-02,BRNV,L,L6,68,L6_68_Pin,1,Pinus,taeda,517.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,69,L6_69_Jun,1,Juniperus,virginiana,78.0,3.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,70,L6_70_Jun,1,Juniperus,virginiana,172.0,3.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,71,L6_71_Jun,1,Juniperus,virginiana,239.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,72,L6_72_Nys,1,Nyssa,sylvatica,87.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,73,L6_73_Jun,1,Juniperus,virginiana,131.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,74,L6_74_Pin,1,Pinus,taeda,397.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,75,L6_75_Pin,1,Pinus,taeda,155.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,76,L6_76_Jun,1,Juniperus,virginiana,238.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,77,L6_77_Jun,1,Juniperus,virginiana,110.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,78,L6_78_Pin,1,Pinus,taeda,326.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,79,L6_79_Jun,1,Juniperus,virginiana,85.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,80,L6_80_Jun,1,Juniperus,virginiana,59.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,81,L6_81_Jun,1,Juniperus,virginiana,37.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,82,L6_82_Jun,1,Juniperus,virginiana,44.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,83,L6_83_Jun,1,Juniperus,virginiana,200.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,84,L6_84_Jun,1,Juniperus,virginiana,145.0,8.0,True,True,,stripped bark accidentally
October_2024,2024-10-02,BRNV,L,L6,85,L6_85_Pin,1,Pinus,taeda,35.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,86,L6_86_Jun,1,Juniperus,virginiana,245.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,87,L6_87_Jun,1,Juniperus,virginiana,,,,,,
October_2024,2024-10-02,BRNV,L,L6,88,L6_88_Jun,1,Juniperus,virginiana,96.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,89,L6_89_Jun,1,Juniperus,virginiana,95.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,90,L6_90_Jun,1,Juniperus,virginiana,50.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,91,L6_91_Jun,1,Juniperus,virginiana,84.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,92,L6_92_Nys,1,Nyssa,sylvatica,95.0,1.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,93,L6_93_Jun,1,Juniperus,virginiana,154.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,94,L6_94_Jun,1,Juniperus,virginiana,168.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,95,L6_95_Pin,1,Pinus,taeda,351.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,96,L6_96_Jun,1,Juniperus,virginiana,125.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,97,L6_97_Pin,1,Pinus,taeda,150.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,98,L6_98_Jun,1,Juniperus,virginiana,149.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,988,L6_988_Jun,1,Juniperus,virginiana,32.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,99,L6_99_Nys,1,Nyssa,sylvatica,203.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,990,L6_990_Jun,1,Juniperus,virginiana,66.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,991,L6_991_Jun,1,Juniperus,virginiana,55.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L6,503,L6_503_Mor,2,Morella,cerifera,53.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,503,L6_503_Mor,3,Morella,cerifera,,,,,,
October_2024,2024-10-02,BRNV,L,L6,725,L6_725_Mor,1,Morella,cerifera,52.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,726,L6_726_Jun,1,Juniperus,virginiana,145.0,8.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,782,L6_782_Mor,1,Morella,cerifera,56.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L6,724,L6_724_Mor,1,Morella,cerifera,62.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,10,L7_10_Jun,1,Juniperus,virginiana,124.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,11,L7_11_Pin,1,Pinus,taeda,,0.0,False,False,,fallen
October_2024,2024-10-02,BRNV,L,L7,12,L7_12_Pin,1,Pinus,taeda,126.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,13,L7_13_Jun,1,Juniperus,virginiana,196.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,14,L7_14_Jun,1,Juniperus,virginiana,65.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,15,L7_15_Jun,1,Juniperus,virginiana,105.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,16,L7_16_Jun,1,Juniperus,virginiana,104.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,17,L7_17_Jun,1,Juniperus,virginiana,91.0,3.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,18,L7_18_Jun,1,Juniperus,virginiana,228.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,19,L7_19_Jun,1,Juniperus,virginiana,49.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,2,L7_2_Jun,1,Juniperus,virginiana,111.0,2.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,20,L7_20_Pin,1,Pinus,taeda,472.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,21,L7_21_Jun,1,Juniperus,virginiana,65.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,22,L7_22_Pin,1,Pinus,taeda,,0.0,False,True,,danger
October_2024,2024-10-02,BRNV,L,L7,23,L7_23_Jun,1,Juniperus,virginiana,101.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,24,L7_24_Jun,1,Juniperus,virginiana,96.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,25,L7_25_Jun,1,Juniperus,virginiana,130.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,26,L7_26_Jun,1,Juniperus,virginiana,133.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,27,L7_27_Jun,1,Juniperus,virginiana,120.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,28,L7_28_Jun,1,Juniperus,virginiana,126.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,29,L7_29_Jun,1,Juniperus,virginiana,126.0,2.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,3,L7_3_Jun,1,Juniperus,virginiana,100.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,30,L7_30_Jun,1,Juniperus,virginiana,195.0,4.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,31,L7_31_Jun,1,Juniperus,virginiana,121.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,32,L7_32_Jun,1,Juniperus,virginiana,68.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,33,L7_33_Pin,1,Pinus,taeda,,,,,,
October_2024,2024-10-02,BRNV,L,L7,34,L7_34_Jun,1,Juniperus,virginiana,151.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,35,L7_35_Pin,1,Pinus,taeda,336.0,3.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,36,L7_36_Jun,1,Juniperus,virginiana,92.0,7.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,37,L7_37_Jun,1,Juniperus,virginiana,40.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,38,L7_38_Jun,1,Juniperus,virginiana,121.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,39,L7_39_Pin,1,Pinus,taeda,,,,,,
October_2024,2024-10-02,BRNV,L,L7,4,L7_4_Jun,1,Juniperus,virginiana,69.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,498,L7_498_Mor,1,Morella,cerifera,90.0,0.0,False,True,,
October_2024,2024-10-02,BRNV,L,L7,5,L7_5_Jun,1,Juniperus,virginiana,128.0,5.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,500,L7_500_Mor,1,Morella,cerifera,67.0,6.0,True,True,,
October_2024,2024-10-02,BRNV,L,L7,5029,L7_5029_Jun,1,Juniperus,virginiana,,,,,,
